,Model Name,Network type,Dimensions,Sim,Display type,Display size,OS,RAM,CPU,Main Camera
410,Xiaomi Redmi K20 Pro Premium,GSM / HSPA / LTE,156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~86.1% screen-to-body ratio)",Android 10; MIUI 11,"128GB 8GB RAM, 512GB 8GB RAM, 512GB 12GB RAM",Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.8 GHz Kryo 485),"48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF, Laser AF
8 MP, f/2.4, 53mm (telephoto), 1/4"", 1.12µm, PDAF, Laser AF, 2x optical zoom
13 MP, f/2.4, 12mm (ultrawide), 1/3"", 1.12µm"
411,Xiaomi Mi 9 Lite,GSM / HSPA / LTE,156.8 x 74.5 x 8.7 mm (6.17 x 2.93 x 0.34 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~85.8% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10,"64GB 6GB RAM, 128GB 6GB RAM",Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
8 MP, (ultrawide)
2 MP, depth sensor"
412,Xiaomi Redmi Note 8 Pro,GSM / HSPA / LTE,161.4 x 76.4 x 8.8 mm (6.35 x 3.01 x 0.35 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 104.7 cm2 (~84.9% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10,"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"64 MP, f/1.9, 26mm (wide), 1/1.7"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera)
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor"
413,Xiaomi Black Shark 2 Pro,GSM / CDMA / HSPA / EVDO / LTE,163.6 x 75 x 8.8 mm (6.44 x 2.95 x 0.35 in),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~81.7% screen-to-body ratio)",Android 9.0 (Pie),"128GB 8GB RAM, 128GB 12GB RAM, 256GB 12GB RAM",Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
12 MP, f/2.2, (telephoto), 1.0µm, PDAF, 2x optical zoom"
414,Xiaomi Mi A3,GSM / HSPA / LTE,153.5 x 71.9 x 8.5 mm (6.04 x 2.83 x 0.33 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.01 inches, 88.7 cm2 (~80.3% screen-to-body ratio)",Android 9.0 (Pie); Android One,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm
2 MP, f/2.4, depth sensor"
415,Xiaomi Redmi 7A,GSM / HSPA / LTE,146.3 x 70.4 x 9.6 mm (5.76 x 2.77 x 0.38 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~74.4% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10.2.7,"16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM",Octa-core (2x2.0 GHz Cortex-A53 & 6x1.45 GHz Cortex A53),"13 MP, f/2.2, 1.12µm, PDAF - China
or
12 MP, f/2.2, 1/2.9"", 1.25µm, PDAF - Global, India"
416,Xiaomi Mi CC9,GSM / CDMA / HSPA / LTE,156.8 x 74.5 x 8.7 mm (6.17 x 2.93 x 0.34 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~85.8% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10,"64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM",Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
8 MP, (ultrawide)
2 MP, depth sensor"
417,Xiaomi Mi CC9e,GSM / CDMA / HSPA / LTE,153.5 x 71.9 x 8.5 mm (6.04 x 2.83 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.01 inches, 88.7 cm2 (~80.3% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
8 MP, (ultrawide), f/2.2, 1.12µm
2 MP, f/2.4, depth sensor"
418,Xiaomi Redmi Note 8,GSM / HSPA / LTE,158.3 x 75.3 x 8.4 mm (6.23 x 2.96 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~81.7% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10,"32GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),"48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera)
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor"
419,Xiaomi Mi 9T Pro,GSM / HSPA / LTE,156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~86.1% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10,"64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF, Laser AF
8 MP, f/2.4, 53mm (telephoto), 1/4"", 1.12µm, PDAF, Laser AF, 2x optical zoom
13 MP, f/2.4, 12mm (ultrawide), 1/3"", 1.12µm"
420,Xiaomi Mi 9T,GSM / HSPA / LTE,156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~86.1% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10,"64GB 6GB RAM, 128GB 6GB RAM",Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),"48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.4, 53mm (telephoto), 1/4"", 1.12µm, PDAF, 2x optical zoom
13 MP, f/2.4, 12mm (ultrawide), 1/3"", 1.12µm"
421,Xiaomi Redmi K20,GSM / HSPA / LTE,156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~86.1% screen-to-body ratio)","Android 9.0 (Pie), upgradable to Android 10; MIUI 11","64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM",Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),"48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.4, 53mm (telephoto), 1/4"", 1.12µm, PDAF, 2x optical zoom
13 MP, f/2.4, 12mm (ultrawide), 1/3"", 1.12µm"
422,Xiaomi Redmi K20 Pro,GSM / HSPA / LTE,156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~86.1% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10,"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF, Laser AF
8 MP, f/2.4, 53mm (telephoto), 1/4"", 1.12µm, PDAF, Laser AF, 2x optical zoom
13 MP, f/2.4, 12mm (ultrawide), 1/3"", 1.12µm"
423,Xiaomi Redmi Note 7S,GSM / HSPA / LTE,159.2 x 75.2 x 8.1 mm (6.27 x 2.96 x 0.32 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~81.4% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10,"32GB 3GB RAM, 64GB 4GB RAM",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
5 MP, f/2.2, depth sensor"
424,Xiaomi Redmi Y3,GSM / HSPA / LTE,158.7 x 75.6 x 8.5 mm (6.25 x 2.98 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm2 (~81.5% screen-to-body ratio)",Android 9.0 (Pie); MIUI 9,"32GB 3GB RAM, 64GB 4GB RAM",Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),"12 MP, f/2.2, 1.25µm, PDAF
2 MP, depth sensor"
425,Xiaomi Black Shark 2,GSM / CDMA / HSPA / EVDO / LTE,163.6 x 75 x 8.8 mm (6.44 x 2.95 x 0.35 in),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~81.7% screen-to-body ratio)",Android 9.0 (Pie),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
12 MP, f/2.2, (telephoto), 1.0µm, PDAF, 2x optical zoom"
426,Xiaomi Redmi 7,GSM / CDMA / HSPA / LTE,158.7 x 75.6 x 8.5 mm (6.25 x 2.98 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm2 (~81.5% screen-to-body ratio)","Android 7.0 (Nougat), upgradable to Android 10; MIUI 11","16GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),"12 MP, f/2.2, 1.25µm, PDAF
2 MP, depth sensor"
427,Xiaomi Redmi Note 7 Pro,GSM / HSPA / LTE,159.2 x 75.2 x 8.1 mm (6.27 x 2.96 x 0.32 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~81.4% screen-to-body ratio)","Android 9.0 (Pie), upgradable to Android 10; MIUI 11","64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
5 MP, f/2.4, depth sensor"
428,Xiaomi Mi Mix 3 5G,GSM / CDMA / HSPA / EVDO / LTE / 5G,157.9 x 74.7 x 8.5 mm (6.22 x 2.94 x 0.33 in),Nano-SIM,"Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~85.0% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10,"64GB 6GB RAM, 128GB 6GB RAM",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"12 MP (wide), f/1.8, 1/2.55"", 1.4µm, Dual Pixel PDAF, 4-axis OIS
12 MP (telephoto), 1/3.4"", 1.0µm"
429,Xiaomi Mi 9 Explorer,GSM / CDMA / HSPA / LTE,157.5 x 74.7 x 7.6 mm (6.20 x 2.94 x 0.30 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~85.2% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10,"256GB 8GB RAM, 256GB 12GB RAM",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"48 MP, f/1.5 (12GB RAM model) or f/1.8 (8GB RAM model), (wide), 1/2"", 0.8µm, PDAF, Laser AF
12 MP, f/2.2, 54mm (telephoto), 1/3.6"", 1.0µm, PDAF, Laser AF, 2x optical zoom
16 MP, f/2.2, 13mm (ultrawide), 1/3.0"", 1.0µm, PDAF, Laser AF"
430,Xiaomi Mi 9 SE,GSM / CDMA / HSPA / LTE,147.5 x 70.5 x 7.5 mm (5.81 x 2.78 x 0.30 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.97 inches, 87.5 cm2 (~84.1% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10.3.3,"64GB 6GB RAM, 128GB 6GB RAM",Octa-core (2x2.3 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.4, (telephoto), 1.12µm, PDAF
13 MP, f/2.4, (ultrawide), 1.12µm"
431,Xiaomi Mi 9,GSM / CDMA / HSPA / LTE,157.5 x 74.7 x 7.6 mm (6.20 x 2.94 x 0.30 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~85.2% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10,"64GB 6GB RAM, 64GB 8GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"48 MP, f/1.8, 27mm (wide), 1/2"", 0.8µm, PDAF, Laser AF
12 MP, f/2.2, 54mm (telephoto), 1/3.6"", 1.0µm, PDAF, Laser AF, 2x optical zoom
16 MP, f/2.2, 13mm (ultrawide), 1/3.0"", 1.0µm, PDAF, Laser AF"
432,Xiaomi Redmi Go,GSM / HSPA / LTE,140.4 x 70.1 x 8.4 mm (5.53 x 2.76 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.0 cm2 (~69.1% screen-to-body ratio)",Android 8.1 Oreo (Go edition),"8GB 1GB RAM, 16GB 1GB RAM",Quad-core 1.4 GHz Cortex-A53,"8 MP, f/2.0, 1.12µm, AF"
433,Xiaomi Redmi Note 7,GSM / HSPA / LTE,159.2 x 75.2 x 8.1 mm (6.27 x 2.96 x 0.32 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~81.4% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10,"32GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
5 MP, f/2.2, depth sensor
or
12 MP, f/2.2, (wide), 1/2.9"", 1.25µm, PDAF
2 MP, f/2.4, depth sensor"
434,Xiaomi Mi Play,GSM / CDMA / HSPA / LTE,147.8 x 71.9 x 7.8 mm (5.82 x 2.83 x 0.31 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.84 inches, 85.1 cm2 (~80.1% screen-to-body ratio)",Android 9.0 (Pie),64GB 4GB RAM,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),"12 MP, f/2.2, 1.25 μm, PDAF
Secondary camera, depth sensor"
435,Xiaomi Black Shark Helo,GSM / CDMA / HSPA / EVDO / LTE,160 x 75.2 x 8.7 mm (6.30 x 2.96 x 0.34 in),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.01 inches, 93.2 cm2 (~77.5% screen-to-body ratio)",Android 8.0 (Oreo),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 10GB RAM",Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver),"12 MP, f/1.8, 1.25µm, dual pixel PDAF
20 MP, f/1.8, 1.0µm, AF, 2x optical zoom"
436,Xiaomi Mi Mix 3,GSM / CDMA / HSPA / EVDO / LTE,157.9 x 74.7 x 8.5 mm (6.22 x 2.94 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~85.0% screen-to-body ratio)",Android 9.0 (Pie); MIUI 10,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 10GB RAM",Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"12 MP (wide), f/1.8, 1/2.55"", 1.4µm, Dual Pixel PDAF, 4-axis OIS
12 MP (telephoto), 1/3.4"", 1.0µm"
437,Xiaomi Redmi Note 6 Pro,GSM / HSPA / LTE,157.9 x 76.4 x 8.3 mm (6.22 x 3.01 x 0.33 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm2 (~81.1% screen-to-body ratio)","Android 8.1 (Oreo), planned upgrade to Android 9.0 (Pie); MIUI 9.0","32GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM",Octa-core 1.8 GHz Kryo 260,"12 MP, f/1.9, 1/2.55"", 1.4µm, dual pixel PDAF
5 MP, f/2.2, 1.12µm, depth sensor"
438,Xiaomi Mi 8 Pro,GSM / HSPA / LTE,154.9 x 74.8 x 7.6 mm (6.10 x 2.94 x 0.30 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.21 inches, 97.1 cm2 (~83.8% screen-to-body ratio)",Android 8.1 (Oreo); MIUI 10,"128GB 6GB RAM, 128GB 8GB RAM",Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver),"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF, 4-axis OIS
12 MP, f/2.4, 1/3.4"", 1.0µm, AF, 2x optical zoom"
439,Xiaomi Mi 8 Lite,GSM / CDMA / HSPA / LTE,156.4 x 75.8 x 7.5 mm (6.16 x 2.98 x 0.30 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm2 (~82.5% screen-to-body ratio)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); MIUI 10.2","64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"12 MP, f/1.9, 1/2.55"", 1.4µm, dual pixel PDAF
5 MP, f/2.0, 1/5"", 1.12µm, depth sensor"
440,Google Pixel 4 XL,GSM / CDMA / HSPA / EVDO / LTE,160.4 x 75.1 x 8.2 mm (6.31 x 2.96 x 0.32 in),Nano-SIM card & eSIM,"P-OLED capacitive touchscreen, 16M colors","6.3 inches, 98.0 cm2 (~81.3% screen-to-body ratio)",Android 10,"64GB 6GB RAM, 128GB 6GB RAM",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"12.2 MP, f/1.7, 28mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
16 MP, f/2.4, 45mm (telephoto), 1.0µm, PDAF, OIS, 2x optical zoom"
441,Google Pixel 4,GSM / CDMA / HSPA / EVDO / LTE,147.1 x 68.8 x 8.2 mm (5.79 x 2.71 x 0.32 in),Nano-SIM card & eSIM,"P-OLED capacitive touchscreen, 16M colors","5.7 inches, 80.7 cm2 (~79.8% screen-to-body ratio)",Android 10,"64GB 6GB RAM, 128GB 6GB RAM",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"12.2 MP, f/1.7, 28mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
16 MP, f/2.4, 45mm (telephoto), 1.0µm, PDAF, OIS, 2x optical zoom"
442,Google Pixel 3a XL,GSM / CDMA / HSPA / EVDO / LTE,160.1 x 76.1 x 8.2 mm (6.30 x 3.00 x 0.32 in),"Nano-SIM, Electronic SIM card (eSIM)","OLED capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~76.3% screen-to-body ratio)","Android 9.0 (Pie), upgradable to Android 10",64GB 4GB RAM,Octa-core (2x2.0 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),"12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS"
443,Google Pixel 3a,GSM / CDMA / HSPA / EVDO / LTE,151.3 x 70.1 x 8.2 mm (5.96 x 2.76 x 0.32 in),Nano-SIM,"OLED capacitive touchscreen, 16M colors","5.6 inches, 79.6 cm2 (~75.0% screen-to-body ratio)","Android 9.0 (Pie), upgradable to Android 10",64GB 4GB RAM,Octa-core (2x2.0 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),"12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS"
444,Google Pixel 3 XL,GSM / CDMA / HSPA / EVDO / LTE,158 x 76.7 x 7.9 mm (6.22 x 3.02 x 0.31 in),Nano-SIM card & eSIM,"P-OLED capacitive touchscreen, 16M colors","6.3 inches, 100.3 cm2 (~82.8% screen-to-body ratio)","Android 9.0 (Pie), upgradable to Android 10","64GB 4GB RAM, 128GB 4GB RAM",Octa-core (4x2.5 GHz Kryo 385 Gold & 4x1.6 GHz Kryo 385 Silver),"12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS"
445,Google Pixel 3,GSM / CDMA / HSPA / EVDO / LTE,145.6 x 68.2 x 7.9 mm (5.73 x 2.69 x 0.31 in),Nano-SIM card & eSIM,"P-OLED capacitive touchscreen, 16M colors","5.5 inches, 76.7 cm2 (~77.2% screen-to-body ratio)","Android 9.0 (Pie), upgradable to Android 10","64GB 4GB RAM, 128GB 4GB RAM",Octa-core (4x2.5 GHz Kryo 385 Gold & 4x1.6 GHz Kryo 385 Silver),"12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS"
446,Google Pixel 2,GSM / CDMA / HSPA / EVDO / LTE,145.7 x 69.7 x 7.8 mm (5.74 x 2.74 x 0.31 in),Nano-SIM card & eSIM,"AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 10","64GB 4GB RAM, 128GB 4GB RAM",Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),"12.2 MP, f/1.8, 27mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, Laser AF, OIS"
447,Google Pixel 2 XL,GSM / CDMA / HSPA / EVDO / LTE,157.9 x 76.7 x 7.9 mm (6.22 x 3.02 x 0.31 in),Nano-SIM card & eSIM,"P-OLED capacitive touchscreen, 16M colors","6.0 inches, 92.6 cm2 (~76.4% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 10","64GB 4GB RAM, 128GB 4GB RAM",Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),"12.2 MP, f/1.8, 27mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, Laser AF, OIS"
448,Google Pixel XL,GSM / HSPA / LTE,154.7 x 75.7 x 8.5 mm (6.09 x 2.98 x 0.33 in),Nano-SIM,"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.2% screen-to-body ratio)","Android 7.1 (Nougat), upgradable to Android 10","32GB 4GB RAM, 128GB 4GB RAM",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"12.3 MP, f/2.0, 1/2.3"", 1.55µm, PDAF, Laser AF"
449,Google Pixel,GSM / HSPA / LTE,143.8 x 69.5 x 8.5 mm (5.66 x 2.74 x 0.33 in),Nano-SIM,"AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.0% screen-to-body ratio)","Android 7.1 (Nougat), upgradable to Android 10","32GB 4GB RAM, 128GB 4GB RAM",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"12.3 MP, f/2.0, 1/2.3"", 1.55µm, PDAF, Laser AF"
450,Google Pixel C,No cellular connectivity,242 x 179 x 7 mm (9.53 x 7.05 x 0.28 in),No,"LTPS IPS LCD capacitive touchscreen, 16M colors","10.2 inches, 313.8 cm2 (~72.4% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)","32GB 3GB RAM, 64GB 3GB RAM",Quad-core 1.9 GHz,"8 MP, f/2.4"
451,Honor 9X,GSM / HSPA / LTE,163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.59 inches, 106.6 cm2 (~84.3% screen-to-body ratio)",Android 9.0 (Pie); EMUI 9.1,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.4, 13mm (ultrawide)
2 MP, f/2.4, (depth sensor)"
452,Honor 20 lite (China),GSM / CDMA / HSPA / LTE,157.2 x 73.2 x 7.7 mm (6.19 x 2.88 x 0.30 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.3 inches, 95.8 cm2 (~83.3% screen-to-body ratio)",Android 9.0 (Pie); EMUI 9.1,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"48 MP, f/1.8, 28mm (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.4, 13mm (ultrawide)
2 MP, f/2.4, depth sensor"
